SampleID,aerobic_status_corrected,common,Proportion,Counts
Bonobo.LK682.Feces.1.1,obligate anaerobe,Bonobo,0.6507053759386684,41420
Bonobo.LK682.Feces.1.1,Streptophyta,Bonobo,0.008530492977660476,543
Bonobo.LK682.Feces.1.1,variable,Bonobo,3.1419863637791814e-5,2
Bonobo.LK682.Feces.1.1,NA,Bonobo,0.1983693090771986,12627
Bonobo.LK685.Feces.1.1,aerobe,Bonobo,4.0930633347694963e-4,19
Bonobo.LK685.Feces.1.1,facultative anaerobe,Bonobo,2.154243860404998e-5,1
Bonobo.LK685.Feces.1.1,microaerobe or aerobe,Bonobo,2.154243860404998e-5,1
Bonobo.LK685.Feces.1.1,microaerobe or anaerobe,Bonobo,8.616975441619992e-5,4
Bonobo.LK685.Feces.1.1,no taxonomic assignment,Bonobo,0.1026712623869022,4766
Bonobo.LK685.Feces.1.1,obligate anaerobe,Bonobo,0.7185911245152952,33357
Bonobo.LK685.Feces.1.1,Streptophyta,Bonobo,0.0010340370529943988,48
Bonobo.LK685.Feces.1.1,variable,Bonobo,5.601034037052994e-4,26
Bonobo.LK685.Feces.1.1,NA,Bonobo,0.17660491167600173,8198
Bonobo.LK686.Feces.1.1,facultative anaerobe,Bonobo,4.657734167585275e-5,3
Bonobo.LK686.Feces.1.1,microaerobe or anaerobe,Bonobo,0.004300641214737071,277
Bonobo.LK686.Feces.1.1,no taxonomic assignment,Bonobo,0.133490661242994,8598
Bonobo.LK686.Feces.1.1,obligate anaerobe,Bonobo,0.7278330668074338,46879
Bonobo.LK686.Feces.1.1,Streptophyta,Bonobo,0.0037882904563026907,244
Bonobo.LK686.Feces.1.1,NA,Bonobo,0.13054076293685665,8408
Bonobo.TL3793.Feces.1.1,facultative anaerobe,Bonobo,7.84973366975049e-4,14
Bonobo.TL3793.Feces.1.1,microaerobe or anaerobe,Bonobo,8.410428931875525e-4,15
Bonobo.TL3793.Feces.1.1,no taxonomic assignment,Bonobo,0.1071488645920942,1911
Bonobo.TL3793.Feces.1.1,obligate anaerobe,Bonobo,0.7226801233529576,12889
Bonobo.TL3793.Feces.1.1,Streptophyta,Bonobo,1.1213905242500701e-4,2
Bonobo.TL3793.Feces.1.1,NA,Bonobo,0.16843285674236053,3004
Bonobo.TL3797.Feces.1.1,aerobe,Bonobo,2.3970755678072752e-5,2
Bonobo.TL3797.Feces.1.1,facultative anaerobe,Bonobo,4.7941511356145504e-5,4
Bonobo.TL3797.Feces.1.1,microaerobe or anaerobe,Bonobo,0.001270450050937856,106
Bonobo.TL3797.Feces.1.1,no taxonomic assignment,Bonobo,0.10832384490921076,9038
Bonobo.TL3797.Feces.1.1,obligate anaerobe,Bonobo,0.784167315874633,65427
Bonobo.TL3797.Feces.1.1,Streptophyta,Bonobo,2.397075567807275e-4,20
Bonobo.TL3797.Feces.1.1,variable,Bonobo,1.1985377839036376e-5,1
Bonobo.TL3797.Feces.1.1,NA,Bonobo,0.10591478396356445,8837
Bonobo.TL3814.Feces.1.1,aerobe,Bonobo,6.632870611645425e-5,7
Bonobo.TL3814.Feces.1.1,facultative anaerobe,Bonobo,6.632870611645425e-5,7
Bonobo.TL3814.Feces.1.1,microaerobe or anaerobe,Bonobo,0.005590562372672573,590
Bonobo.TL3814.Feces.1.1,no taxonomic assignment,Bonobo,0.15617567631591414,16482
Bonobo.TL3814.Feces.1.1,obligate anaerobe,Bonobo,0.7575685791443597,79950
Bonobo.TL3814.Feces.1.1,Streptophyta,Bonobo,0.003809162836973516,402
Bonobo.TL3814.Feces.1.1,variable,Bonobo,3.7902117780831004e-5,4
Bonobo.TL3814.Feces.1.1,NA,Bonobo,0.07668545980006633,8093
Bonobo.TL3816.Feces.1.1,aerobe,Bonobo,1.0272364404789858e-4,7
Bonobo.TL3816.Feces.1.1,facultative anaerobe,Bonobo,1.467480629255694e-4,10
Bonobo.TL3816.Feces.1.1,microaerobe or anaerobe,Bonobo,0.0027882131955858183,190
Bonobo.TL3816.Feces.1.1,no taxonomic assignment,Bonobo,0.21395867574548016,14580
Bonobo.TL3816.Feces.1.1,obligate anaerobe,Bonobo,0.719329654848556,49018
Bonobo.TL3816.Feces.1.1,Streptophyta,Bonobo,0.004417116694059638,301
Bonobo.TL3816.Feces.1.1,NA,Bonobo,0.059256867809344915,4038
Bonobo.TL3820.Feces.1.1,aerobe,Bonobo,1.7870865128580875e-5,1
Bonobo.TL3820.Feces.1.1,facultative anaerobe,Bonobo,2.144503815429705e-4,12
Bonobo.TL3820.Feces.1.1,microaerobe or anaerobe,Bonobo,0.005379130403702843,301
Bonobo.TL3820.Feces.1.1,no taxonomic assignment,Bonobo,0.18069231731508123,10111
Bonobo.TL3820.Feces.1.1,obligate anaerobe,Bonobo,0.7452686884572082,41703
Bonobo.TL3820.Feces.1.1,Streptophyta,Bonobo,0.001590506996443698,89
Bonobo.TL3820.Feces.1.1,variable,Bonobo,1.7870865128580875e-5,1
Bonobo.TL3820.Feces.1.1,NA,Bonobo,0.06681916471576389,3739
Bonobo.TL3821.Feces.1.1,aerobe,Bonobo,5.0631629578998e-5,2
Bonobo.TL3821.Feces.1.1,facultative anaerobe,Bonobo,4.5568466621098203e-4,18
Bonobo.TL3821.Feces.1.1,microaerobe or anaerobe,Bonobo,0.012683223209539,501
Bonobo.TL3821.Feces.1.1,no taxonomic assignment,Bonobo,0.10419989367357789,4116
Bonobo.TL3821.Feces.1.1,obligate anaerobe,Bonobo,0.7467659046606415,29498
Bonobo.TL3821.Feces.1.1,Streptophyta,Bonobo,2.5315814789499e-4,10
Bonobo.TL3821.Feces.1.1,NA,Bonobo,0.13559150401255665,5356
Bonobo.TL3824.Feces.1.1,aerobe,Bonobo,8.104548677945497e-5,4
Bonobo.TL3824.Feces.1.1,facultative anaerobe,Bonobo,8.104548677945497e-5,4
Bonobo.TL3824.Feces.1.1,microaerobe or anaerobe,Bonobo,0.0070712187215074464,349
Bonobo.TL3824.Feces.1.1,no taxonomic assignment,Bonobo,0.25284165738020464,12479
Bonobo.TL3824.Feces.1.1,obligate anaerobe,Bonobo,0.689372910546044,34024
Bonobo.TL3824.Feces.1.1,Streptophyta,Bonobo,9.725458413534597e-4,48
Bonobo.TL3824.Feces.1.1,NA,Bonobo,0.04957957653733158,2447
Bonobo.TL3826.Feces.1.1,aerobe,Bonobo,2.437003460544914e-5,1
Bonobo.TL3826.Feces.1.1,facultative anaerobe,Bonobo,2.437003460544914e-5,1
Bonobo.TL3826.Feces.1.1,microaerobe or anaerobe,Bonobo,0.011868206852853731,487
Bonobo.TL3826.Feces.1.1,no taxonomic assignment,Bonobo,0.28707900765219085,11780
Bonobo.TL3826.Feces.1.1,obligate anaerobe,Bonobo,0.6302334649315202,25861
Bonobo.TL3826.Feces.1.1,Streptophyta,Bonobo,0.0024857435297558125,102
Bonobo.TL3826.Feces.1.1,NA,Bonobo,0.06828483696446849,2802
Bonobo.TL3838.Feces.1.1,aerobe,Bonobo,4.175307233023897e-5,3
Bonobo.TL3838.Feces.1.1,facultative anaerobe,Bonobo,9.742383543722425e-5,7
Bonobo.TL3838.Feces.1.1,microaerobe or anaerobe,Bonobo,0.008949075169447885,643
Bonobo.TL3838.Feces.1.1,no taxonomic assignment,Bonobo,0.23959304672168794,17215
Bonobo.TL3838.Feces.1.1,obligate anaerobe,Bonobo,0.6386410766725585,45887
Bonobo.TL3838.Feces.1.1,Streptophyta,Bonobo,8.072260650512867e-4,58
Bonobo.TL3838.Feces.1.1,NA,Bonobo,0.11187039846348694,8038
Bonobo.TL3842.Feces.1.1,aerobe,Bonobo,3.0072926847605442e-5,2
Bonobo.TL3842.Feces.1.1,facultative anaerobe,Bonobo,3.0072926847605442e-5,2
Bonobo.TL3842.Feces.1.1,microaerobe or anaerobe,Bonobo,0.012465228178332457,829
Bonobo.TL3842.Feces.1.1,no taxonomic assignment,Bonobo,0.2293511766032629,15253
Bonobo.TL3842.Feces.1.1,obligate anaerobe,Bonobo,0.623471919404556,41464
Bonobo.TL3842.Feces.1.1,Streptophyta,Bonobo,0.00171415683031351,114
Bonobo.TL3842.Feces.1.1,variable,Bonobo,3.0072926847605442e-5,2
Bonobo.TL3842.Feces.1.1,NA,Bonobo,0.13290730020299227,8839
Bonobo.TL3856.Feces.1.1,aerobe,Bonobo,8.76328184905247e-5,4
Bonobo.TL3856.Feces.1.1,microaerobe or aerobe,Bonobo,2.1908204622631174e-5,1
Bonobo.TL3856.Feces.1.1,microaerobe or anaerobe,Bonobo,0.012816299704239238,585
Bonobo.TL3856.Feces.1.1,no taxonomic assignment,Bonobo,0.14783656479351517,6748
Bonobo.TL3856.Feces.1.1,obligate anaerobe,Bonobo,0.68934165845109,31465
Bonobo.TL3856.Feces.1.1,Streptophyta,Bonobo,7.448789571694599e-4,34
Bonobo.TL3856.Feces.1.1,NA,Bonobo,0.14915105707087303,6808
Bonobo.TL3862.Feces.1.1,aerobe,Bonobo,6.597901867206228e-5,3
Bonobo.TL3862.Feces.1.1,facultative anaerobe,Bonobo,4.398601244804152e-5,2
Bonobo.TL3862.Feces.1.1,microaerobe or anaerobe,Bonobo,0.01911192240867404,869
Bonobo.TL3862.Feces.1.1,no taxonomic assignment,Bonobo,0.2885482416591524,13120
Bonobo.TL3862.Feces.1.1,obligate anaerobe,Bonobo,0.6501132639820537,29560
Bonobo.TL3862.Feces.1.1,Streptophyta,Bonobo,0.0016494754668015571,75
Bonobo.TL3862.Feces.1.1,NA,Bonobo,0.0404671314521982,1840
Bonobo.TL3882.Feces.1.1,aerobe,Bonobo,1.4200511218403862e-4,11
Bonobo.TL3882.Feces.1.1,facultative anaerobe,Bonobo,1.161860008778498e-4,9
Bonobo.TL3882.Feces.1.1,microaerobe or anaerobe,Bonobo,0.0033306653584983604,258
Bonobo.TL3882.Feces.1.1,no taxonomic assignment,Bonobo,0.2526270945754047,19569
Bonobo.TL3882.Feces.1.1,obligate anaerobe,Bonobo,0.6743693682063463,52238
Bonobo.TL3882.Feces.1.1,Streptophyta,Bonobo,0.0012651364540032532,98
Bonobo.TL3882.Feces.1.1,variable,Bonobo,3.8728666959283266e-5,3
Bonobo.TL3882.Feces.1.1,NA,Bonobo,0.06811081562572616,5276
Bonobo.TL3889.Feces.1.1,aerobe,Bonobo,1.410715797195497e-5,1
Bonobo.TL3889.Feces.1.1,facultative anaerobe,Bonobo,1.410715797195497e-5,1
Bonobo.TL3889.Feces.1.1,microaerobe or anaerobe,Bonobo,0.006446971193183421,457
Bonobo.TL3889.Feces.1.1,no taxonomic assignment,Bonobo,0.25825974099257965,18307
Bonobo.TL3889.Feces.1.1,obligate anaerobe,Bonobo,0.6507067686143949,46126
Bonobo.TL3889.Feces.1.1,Streptophyta,Bonobo,4.7964337104646897e-4,34
Bonobo.TL3889.Feces.1.1,NA,Bonobo,0.08407866151285162,5960
Bonobo.TL3905.Feces.1.1,aerobe,Bonobo,5.904349537492619e-4,33
Bonobo.TL3905.Feces.1.1,facultative anaerobe,Bonobo,0.0012703297489756848,71
Bonobo.TL3905.Feces.1.1,microaerobe or anaerobe,Bonobo,0.007478842747490651,418
Bonobo.TL3905.Feces.1.1,no taxonomic assignment,Bonobo,0.3133599327261992,17514
Bonobo.TL3905.Feces.1.1,obligate anaerobe,Bonobo,0.5349161761285359,29897
Bonobo.TL3905.Feces.1.1,Streptophyta,Bonobo,3.399473976132114e-4,19
Bonobo.TL3905.Feces.1.1,NA,Bonobo,0.14204433629743607,7939
Bonobo.TL3910.Feces.1.1,facultative anaerobe,Bonobo,0.0013611714856528133,62
Bonobo.TL3910.Feces.1.1,microaerobe or anaerobe,Bonobo,0.002414981668093701,110
Bonobo.TL3910.Feces.1.1,no taxonomic assignment,Bonobo,0.1269402182265253,5782
Bonobo.TL3910.Feces.1.1,obligate anaerobe,Bonobo,0.759665415267075,34602
Bonobo.TL3910.Feces.1.1,Streptophyta,Bonobo,0.0012074908340468505,55
Bonobo.TL3910.Feces.1.1,variable,Bonobo,4.390875760170366e-5,2
Bonobo.TL3910.Feces.1.1,NA,Bonobo,0.10836681376100463,4936
Bonobo.TL3911.Feces.1.1,aerobe,Bonobo,2.2788906360383765e-5,1
Bonobo.TL3911.Feces.1.1,facultative anaerobe,Bonobo,6.153004717303616e-4,27
Bonobo.TL3911.Feces.1.1,microaerobe or anaerobe,Bonobo,0.005765593309177092,253
Bonobo.TL3911.Feces.1.1,no taxonomic assignment,Bonobo,0.2932476470454183,12868
Bonobo.TL3911.Feces.1.1,obligate anaerobe,Bonobo,0.598277158679155,26253
Bonobo.TL3911.Feces.1.1,Streptophyta,Bonobo,0.004489414552995602,197
Bonobo.TL3911.Feces.1.1,NA,Bonobo,0.09758209703516328,4282
Bonobo.TL3915.Feces.1.1,aerobe,Bonobo,2.2664430442862972e-5,2
Bonobo.TL3915.Feces.1.1,facultative anaerobe,Bonobo,3.3996645664294457e-4,30
Bonobo.TL3915.Feces.1.1,microaerobe or anaerobe,Bonobo,0.002640406146593536,233
Bonobo.TL3915.Feces.1.1,no taxonomic assignment,Bonobo,0.20224604505688773,17847
Bonobo.TL3915.Feces.1.1,obligate anaerobe,Bonobo,0.6859049907075835,60527
Bonobo.TL3915.Feces.1.1,Streptophyta,Bonobo,0.002889714881465029,255
Bonobo.TL3915.Feces.1.1,NA,Bonobo,0.1059562123203844,9350
Bonobo.TL3916.Feces.1.1,aerobe,Bonobo,3.070781513895286e-5,2
Bonobo.TL3916.Feces.1.1,facultative anaerobe,Bonobo,1.8424689083371717e-4,12
Bonobo.TL3916.Feces.1.1,microaerobe or anaerobe,Bonobo,1.8424689083371717e-4,12
Bonobo.TL3916.Feces.1.1,no taxonomic assignment,Bonobo,0.13879932442806694,9040
Bonobo.TL3916.Feces.1.1,obligate anaerobe,Bonobo,0.6354368186703516,41386
Bonobo.TL3916.Feces.1.1,Streptophyta,Bonobo,0.0032857362198679563,214
Bonobo.TL3916.Feces.1.1,NA,Bonobo,0.2220789190849071,14464
Bonobo.TL3918.Feces.1.1,aerobe,Bonobo,5.9154096421177164e-5,5
Bonobo.TL3918.Feces.1.1,facultative anaerobe,Bonobo,1.8929310854776693e-4,16
Bonobo.TL3918.Feces.1.1,microaerobe or anaerobe,Bonobo,2.2478556640047323e-4,19
Bonobo.TL3918.Feces.1.1,no taxonomic assignment,Bonobo,0.14683229813664597,12411
Bonobo.TL3918.Feces.1.1,obligate anaerobe,Bonobo,0.5762555456965395,48708
Bonobo.TL3918.Feces.1.1,Streptophyta,Bonobo,0.002484472049689441,210
Bonobo.TL3918.Feces.1.1,NA,Bonobo,0.2739544513457557,23156
Bonobo.TL3925.Feces.1.1,aerobe,Bonobo,5.429274648906906e-5,3
Bonobo.TL3925.Feces.1.1,facultative anaerobe,Bonobo,0.00814391197336036,450
Bonobo.TL3925.Feces.1.1,microaerobe or anaerobe,Bonobo,0.019961633125814393,1103
Bonobo.TL3925.Feces.1.1,no taxonomic assignment,Bonobo,0.14342333864195744,7925
Bonobo.TL3925.Feces.1.1,obligate anaerobe,Bonobo,0.6498117851455045,35906
Bonobo.TL3925.Feces.1.1,Streptophyta,Bonobo,0.0022079050238888085,122
Bonobo.TL3925.Feces.1.1,variable,Bonobo,3.619516432604604e-5,2
Bonobo.TL3925.Feces.1.1,NA,Bonobo,0.17636093817865933,9745
Bonobo.TL3926.Feces.1.1,aerobe,Bonobo,4.2136310965974926e-5,2
Bonobo.TL3926.Feces.1.1,facultative anaerobe,Bonobo,0.003223427788897082,153
Bonobo.TL3926.Feces.1.1,microaerobe or anaerobe,Bonobo,0.023828083851258824,1131
Bonobo.TL3926.Feces.1.1,no taxonomic assignment,Bonobo,0.1151164015590435,5464
Bonobo.TL3926.Feces.1.1,obligate anaerobe,Bonobo,0.5713473085431371,27119
Bonobo.TL3926.Feces.1.1,Streptophyta,Bonobo,0.002464974191509533,117
Bonobo.TL3926.Feces.1.1,NA,Bonobo,0.283977667755188,13479
Bonobo.TL3927.Feces.1.1,aerobe,Bonobo,7.084793795212171e-4,19
Bonobo.TL3927.Feces.1.1,facultative anaerobe,Bonobo,0.0184577522559475,495
Bonobo.TL3927.Feces.1.1,microaerobe or anaerobe,Bonobo,0.03441718248937281,923
Bonobo.TL3927.Feces.1.1,no taxonomic assignment,Bonobo,0.16611977030352748,4455
Bonobo.TL3927.Feces.1.1,obligate anaerobe,Bonobo,0.5856887165336714,15707
Bonobo.TL3927.Feces.1.1,Streptophyta,Bonobo,2.237303303751212e-4,6
Bonobo.TL3927.Feces.1.1,variable,Bonobo,2.9830710716682824e-4,8
Bonobo.TL3927.Feces.1.1,NA,Bonobo,0.19408606160041764,5205
Bonobo.TL3929.Feces.1.1,aerobe,Bonobo,0.001638789896730224,63
Bonobo.TL3929.Feces.1.1,facultative anaerobe,Bonobo,4.162006086933902e-4,16
Bonobo.TL3929.Feces.1.1,microaerobe or anaerobe,Bonobo,0.011887729885804959,457
Bonobo.TL3929.Feces.1.1,no taxonomic assignment,Bonobo,0.15615326587415135,6003
Bonobo.TL3929.Feces.1.1,obligate anaerobe,Bonobo,0.6502354134692921,24997
Bonobo.TL3929.Feces.1.1,Streptophyta,Bonobo,1.5607522826002133e-4,6
Bonobo.TL3929.Feces.1.1,variable,Bonobo,0.001196576749993497,46
Bonobo.TL3929.Feces.1.1,NA,Bonobo,0.17831594828707437,6855
Bonobo.TL3932.Feces.1.1,aerobe,Bonobo,1.1628808434762385e-4,9
Bonobo.TL3932.Feces.1.1,facultative anaerobe,Bonobo,0.0011758017417370856,91
Bonobo.TL3932.Feces.1.1,microaerobe or anaerobe,Bonobo,0.02868439413908055,2220
Bonobo.TL3932.Feces.1.1,no taxonomic assignment,Bonobo,0.12681861643021422,9815
Bonobo.TL3932.Feces.1.1,obligate anaerobe,Bonobo,0.5969067369563532,46197
Bonobo.TL3932.Feces.1.1,Streptophyta,Bonobo,0.002558337855647725,198
Bonobo.TL3932.Feces.1.1,variable,Bonobo,1.2920898260847094e-5,1
Bonobo.TL3932.Feces.1.1,NA,Bonobo,0.24372690389435875,18863
Bonobo.TL3936.Feces.1.1,aerobe,Bonobo,1.4822225927778703e-4,8
Bonobo.TL3936.Feces.1.1,facultative anaerobe,Bonobo,8.152224260278287e-4,44
Bonobo.TL3936.Feces.1.1,microaerobe or anaerobe,Bonobo,0.01304355881644526,704
Bonobo.TL3936.Feces.1.1,no taxonomic assignment,Bonobo,0.1457210086524744,7865
Bonobo.TL3936.Feces.1.1,obligate anaerobe,Bonobo,0.7251774035165731,39140
Bonobo.TL3936.Feces.1.1,Streptophyta,Bonobo,0.0016489726344653807,89
Bonobo.TL3936.Feces.1.1,variable,Bonobo,1.852778240972338e-5,1
Bonobo.TL3936.Feces.1.1,NA,Bonobo,0.11342708391232653,6122
Bonobo.TL3939.Feces.1.1,aerobe,Bonobo,3.491132523390588e-5,2
Bonobo.TL3939.Feces.1.1,facultative anaerobe,Bonobo,0.01614648792068147,925
Bonobo.TL3939.Feces.1.1,microaerobe or aerobe,Bonobo,1.745566261695294e-5,1
Bonobo.TL3939.Feces.1.1,microaerobe or anaerobe,Bonobo,0.021767211283340318,1247
Bonobo.TL3939.Feces.1.1,no taxonomic assignment,Bonobo,0.16872643485546712,9666
Bonobo.TL3939.Feces.1.1,obligate anaerobe,Bonobo,0.5982230135455942,34271
Bonobo.TL3939.Feces.1.1,Streptophyta,Bonobo,0.0027754503560955173,159
Bonobo.TL3939.Feces.1.1,NA,Bonobo,0.19230903505097052,11017
Bonobo.TL3940.Feces.1.1,aerobe,Bonobo,5.63015030795216e-4,33
Bonobo.TL3940.Feces.1.1,facultative anaerobe,Bonobo,0.011140873185129579,653
Bonobo.TL3940.Feces.1.1,microaerobe or anaerobe,Bonobo,0.007387439646494805,433
Bonobo.TL3940.Feces.1.1,no taxonomic assignment,Bonobo,0.23597154214935254,13831
Bonobo.TL3940.Feces.1.1,obligate anaerobe,Bonobo,0.6848992544316107,40144
Bonobo.TL3940.Feces.1.1,Streptophyta,Bonobo,0.001962022077013632,115
Bonobo.TL3940.Feces.1.1,NA,Bonobo,0.0580758534796035,3404
Bonobo.TL3942.Feces.1.1,aerobe,Bonobo,4.551507897709075e-4,27
Bonobo.TL3942.Feces.1.1,facultative anaerobe,Bonobo,0.011918207717334503,707
Bonobo.TL3942.Feces.1.1,microaerobe or anaerobe,Bonobo,0.013199372903356316,783
Bonobo.TL3942.Feces.1.1,no taxonomic assignment,Bonobo,0.19724886633738473,11701
Bonobo.TL3942.Feces.1.1,obligate anaerobe,Bonobo,0.6104414962660778,36212
Bonobo.TL3942.Feces.1.1,Streptophyta,Bonobo,0.002258896512196355,134
Bonobo.TL3942.Feces.1.1,variable,Bonobo,2.022892398981811e-4,12
Bonobo.TL3942.Feces.1.1,NA,Bonobo,0.1642757202339812,9745
Bonobo.TL3943.Feces.1.1,aerobe,Bonobo,0.0018980850770714383,124
Bonobo.TL3943.Feces.1.1,facultative anaerobe,Bonobo,1.3776423946486245e-4,9
Bonobo.TL3943.Feces.1.1,microaerobe or aerobe,Bonobo,1.530713771831805e-5,1
Bonobo.TL3943.Feces.1.1,microaerobe or anaerobe,Bonobo,0.006888211973243123,450
Bonobo.TL3943.Feces.1.1,no taxonomic assignment,Bonobo,0.14342788042064014,9370
Bonobo.TL3943.Feces.1.1,obligate anaerobe,Bonobo,0.6372973717644538,41634
Bonobo.TL3943.Feces.1.1,Streptophyta,Bonobo,0.006061626536453949,396
Bonobo.TL3943.Feces.1.1,variable,Bonobo,0.0013929495323669425,91
Bonobo.TL3943.Feces.1.1,NA,Bonobo,0.20288080331858746,13254
Bonobo.TL3944.Feces.1.1,aerobe,Bonobo,3.2224516998432715e-4,22
Bonobo.TL3944.Feces.1.1,facultative anaerobe,Bonobo,3.368926777108875e-4,23
Bonobo.TL3944.Feces.1.1,microaerobe or anaerobe,Bonobo,0.00540493035110076,369
Bonobo.TL3944.Feces.1.1,no taxonomic assignment,Bonobo,0.0656061871072637,4479
Bonobo.TL3944.Feces.1.1,obligate anaerobe,Bonobo,0.8130978014090903,55511
Bonobo.TL3944.Feces.1.1,Streptophyta,Bonobo,0.004570022410686821,312
Bonobo.TL3944.Feces.1.1,variable,Bonobo,5.8590030906241304e-5,4
Bonobo.TL3944.Feces.1.1,NA,Bonobo,0.11060333084325702,7551
Bonobo.TL3945.Feces.1.1,aerobe,Bonobo,1.5147689977278465e-4,6
Bonobo.TL3945.Feces.1.1,facultative anaerobe,Bonobo,2.2721534965917698e-4,9
Bonobo.TL3945.Feces.1.1,microaerobe or anaerobe,Bonobo,0.005958091391062863,236
Bonobo.TL3945.Feces.1.1,no taxonomic assignment,Bonobo,0.1762938651855592,6983
Bonobo.TL3945.Feces.1.1,obligate anaerobe,Bonobo,0.5154001514768998,20415
Bonobo.TL3945.Feces.1.1,Streptophyta,Bonobo,5.049229992426155e-4,20
Bonobo.TL3945.Feces.1.1,variable,Bonobo,1.009845998485231e-4,4
Bonobo.TL3945.Feces.1.1,NA,Bonobo,0.30136329209795504,11937
Bonobo.TL3946.Feces.1.1,aerobe,Bonobo,4.446653239517669e-4,17
Bonobo.TL3946.Feces.1.1,facultative anaerobe,Bonobo,2.3541105385681775e-4,9
Bonobo.TL3946.Feces.1.1,microaerobe or anaerobe,Bonobo,0.00499594569851691,191
Bonobo.TL3946.Feces.1.1,no taxonomic assignment,Bonobo,0.12071355706102377,4615
Bonobo.TL3946.Feces.1.1,obligate anaerobe,Bonobo,0.715047997698203,27337
Bonobo.TL3946.Feces.1.1,Streptophyta,Bonobo,0.0010201145667128768,39
Bonobo.TL3946.Feces.1.1,variable,Bonobo,2.615678376186864e-5,1
Bonobo.TL3946.Feces.1.1,NA,Bonobo,0.15751615181397294,6022
Bonobo.TL3948.Feces.1.1,aerobe,Bonobo,2.663588741898251e-4,12
Bonobo.TL3948.Feces.1.1,facultative anaerobe,Bonobo,0.002952144188937228,133
Bonobo.TL3948.Feces.1.1,microaerobe or anaerobe,Bonobo,0.008323714818432035,375
Bonobo.TL3948.Feces.1.1,no taxonomic assignment,Bonobo,0.2808088431146231,12651
Bonobo.TL3948.Feces.1.1,obligate anaerobe,Bonobo,0.5185119417561929,23360
Bonobo.TL3948.Feces.1.1,Streptophyta,Bonobo,0.01369528544792684,617
Bonobo.TL3948.Feces.1.1,variable,Bonobo,1.5537600994406465e-4,7
Bonobo.TL3948.Feces.1.1,NA,Bonobo,0.17528633578975406,7897
Box.elder.1.Gut.1.1,aerobe,Box elder,0.9714764060271595,62668
Box.elder.1.Gut.1.1,facultative anaerobe,Box elder,0.01407577354746698,908
Box.elder.1.Gut.1.1,no taxonomic assignment,Box elder,0.0036894648725739445,238
Box.elder.1.Gut.1.1,obligate anaerobe,Box elder,8.526074285359956e-4,55
Box.elder.1.Gut.1.1,NA,Box elder,0.009905748124263657,639
Box.elder.2.Gut.1.1,aerobe,Box elder,0.4893686165273909,10541
Box.elder.2.Gut.1.1,facultative anaerobe,Box elder,0.5041318477251625,10859
Box.elder.2.Gut.1.1,intracellular,Box elder,4.642525533890436e-5,1
Box.elder.2.Gut.1.1,no taxonomic assignment,Box elder,0.005803156917363045,125
Box.elder.2.Gut.1.1,obligate anaerobe,Box elder,1.8570102135561745e-4,4
Box.elder.2.Gut.1.1,Streptophyta,Box elder,4.642525533890436e-5,1
Box.elder.2.Gut.1.1,NA,Box elder,4.1782729805013927e-4,9
CaliforniaRabbit.0.Feces.1.1,aerobe,Rabbit,1.8955549237039144e-4,8
CaliforniaRabbit.0.Feces.1.1,facultative anaerobe,Rabbit,0.0022272770353520994,94
CaliforniaRabbit.0.Feces.1.1,no taxonomic assignment,Rabbit,0.1571178087385082,6631
CaliforniaRabbit.0.Feces.1.1,obligate anaerobe,Rabbit,0.7560420813193063,31908
CaliforniaRabbit.0.Feces.1.1,NA,Rabbit,0.08442327741446308,3563
Cat.0.Feces.1.1,facultative anaerobe,Cat,0.13434314110555165,15734
Cat.0.Feces.1.1,microaerobe or anaerobe,Cat,6.318413907341314e-4,74
Cat.0.Feces.1.1,no taxonomic assignment,Cat,0.016803565634659064,1968
Cat.0.Feces.1.1,obligate anaerobe,Cat,0.8452586280503424,98995
Cat.0.Feces.1.1,NA,Cat,0.0029628238187127515,347
CentralChimpanzee.BQptt481.Feces.1.1,aerobe,Central Chimpanzee,3.126065704217347e-4,11
CentralChimpanzee.BQptt481.Feces.1.1,facultative anaerobe,Central Chimpanzee,0.005939524838012959,209
CentralChimpanzee.BQptt481.Feces.1.1,microaerobe or anaerobe,Central Chimpanzee,0.0071331135614414,251
CentralChimpanzee.BQptt481.Feces.1.1,no taxonomic assignment,Central Chimpanzee,0.13118108446061158,4616
CentralChimpanzee.BQptt481.Feces.1.1,obligate anaerobe,Central Chimpanzee,0.756394225304081,26616
CentralChimpanzee.BQptt481.Feces.1.1,Streptophyta,Central Chimpanzee,5.399568034557236e-4,19
CentralChimpanzee.BQptt481.Feces.1.1,variable,Central Chimpanzee,2.8418779129248607e-5,1
CentralChimpanzee.BQptt481.Feces.1.1,NA,Central Chimpanzee,0.09847106968284643,3465
CentralChimpanzee.GTptt306.Feces.1.1,aerobe,Central Chimpanzee,8.714054525084029e-4,14
CentralChimpanzee.GTptt306.Feces.1.1,facultative anaerobe,Central Chimpanzee,0.10730735715174904,1724
CentralChimpanzee.GTptt306.Feces.1.1,microaerobe or anaerobe,Central Chimpanzee,4.979459728619445e-4,8
CentralChimpanzee.GTptt306.Feces.1.1,no taxonomic assignment,Central Chimpanzee,0.06989916594049546,1123
CentralChimpanzee.GTptt306.Feces.1.1,obligate anaerobe,Central Chimpanzee,0.7284949582970248,11704
CentralChimpanzee.GTptt306.Feces.1.1,Streptophyta,Central Chimpanzee,0.029129839412423753,468
